# TBLASTN 2.14.1+
# Query: 52281at5125
# Database: ./tmp/trichoderma_reesei_qm6a_3752470121
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
52281at5125	scaffold_7	55.200	250	62	6	5	208	3714553	3713816	5.01e-64	140
52281at5125	scaffold_7	87.097	62	8	0	205	266	3713748	3713563	5.01e-64	122
# TBLASTN 2.14.1+
# Query: 52281at5125
# Database: ./tmp/trichoderma_reesei_qm6a_3752470121
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
52281at5125	scaffold_7	61.694	248	80	5	5	244	3714553	3713831	3.46e-65	143
52281at5125	scaffold_7	90.323	62	6	0	244	305	3713748	3713563	3.46e-65	124
# TBLASTN 2.14.1+
# Query: 52281at5125
# Database: ./tmp/trichoderma_reesei_qm6a_3752470121
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
52281at5125	scaffold_7	58.300	247	87	7	5	241	3714553	3713831	8.09e-70	155
52281at5125	scaffold_7	93.548	62	4	0	241	302	3713748	3713563	8.09e-70	126
# TBLASTN 2.14.1+
# Query: 52281at5125
# Database: ./tmp/trichoderma_reesei_qm6a_3752470121
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
52281at5125	scaffold_7	53.937	254	74	4	3	217	3714559	3713810	5.03e-75	187
52281at5125	scaffold_7	89.474	57	6	0	211	267	3713733	3713563	5.03e-75	112
52281at5125	scaffold_1	34.615	52	30	1	195	242	3066951	3066796	3.35e-04	42.0
# TBLASTN 2.14.1+
# Query: 52281at5125
# Database: ./tmp/trichoderma_reesei_qm6a_3752470121
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
52281at5125	scaffold_7	51.029	243	75	3	3	201	3714559	3713831	5.21e-68	145
52281at5125	scaffold_7	95.161	62	3	0	201	262	3713748	3713563	5.21e-68	130
# TBLASTN 2.14.1+
# Query: 52281at5125
# Database: ./tmp/trichoderma_reesei_qm6a_3752470121
