# TBLASTN 2.14.1+
# Query: 9293at5125
# Database: ./tmp/cordyceps_cateniannulata_frd24_3711762076
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
9293at5125	scaffold_8	52.773	631	282	6	108	730	504543	506411	0.0	622
9293at5125	scaffold_8	49.091	55	24	2	1	52	504078	504239	7.97e-07	53.5
# TBLASTN 2.14.1+
# Query: 9293at5125
# Database: ./tmp/cordyceps_cateniannulata_frd24_3711762076
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
9293at5125	scaffold_8	82.776	987	137	7	1	969	504078	506993	0.0	1444
# TBLASTN 2.14.1+
# Query: 9293at5125
# Database: ./tmp/cordyceps_cateniannulata_frd24_3711762076
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
9293at5125	scaffold_8	46.389	720	355	10	255	967	504564	506651	2.19e-172	564
9293at5125	scaffold_8	55.814	43	18	1	133	175	504072	504197	3.39e-05	48.1
# TBLASTN 2.14.1+
# Query: 9293at5125
# Database: ./tmp/cordyceps_cateniannulata_frd24_3711762076
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
9293at5125	scaffold_8	49.339	454	188	6	551	1004	505413	506648	1.64e-116	402
9293at5125	scaffold_8	57.371	251	101	3	189	438	504537	505274	3.98e-75	275
# TBLASTN 2.14.1+
# Query: 9293at5125
# Database: ./tmp/cordyceps_cateniannulata_frd24_3711762076
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
9293at5125	scaffold_8	45.241	935	419	18	1	885	504078	506753	0.0	665
# TBLASTN 2.14.1+
# Query: 9293at5125
# Database: ./tmp/cordyceps_cateniannulata_frd24_3711762076
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
9293at5125	scaffold_8	44.933	819	368	15	98	890	504471	506756	0.0	624
9293at5125	scaffold_8	50.909	55	22	2	1	52	504078	504236	4.93e-06	50.8
# TBLASTN 2.14.1+
# Query: 9293at5125
# Database: ./tmp/cordyceps_cateniannulata_frd24_3711762076
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
9293at5125	scaffold_8	45.893	974	386	20	1	884	504078	506846	0.0	695
# TBLASTN 2.14.1+
# Query: 9293at5125
# Database: ./tmp/cordyceps_cateniannulata_frd24_3711762076
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
9293at5125	scaffold_8	49.770	868	357	16	1	800	504078	506648	0.0	746
# TBLASTN 2.14.1+
# Query: 9293at5125
# Database: ./tmp/cordyceps_cateniannulata_frd24_3711762076
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
9293at5125	scaffold_8	47.145	823	375	12	118	933	504558	506867	0.0	669
# TBLASTN 2.14.1+
# Query: 9293at5125
